user_id,ndcg_at_5,recall_at_5,top5_head_share,top5_avg_train_degree
0,0.4912596920895758,0.3,0.0,9.4
1,0.23719771276929622,0.5,0.0,11.0
2,0.7328286204777911,1.0,0.0,9.6
3,0.6992148198508501,0.42857142857142855,0.0,8.8
4,0.36005461457723403,0.2222222222222222,0.0,8.6
5,0.7227265726449519,0.6,0.4,19.0
6,0.9558295932317544,1.0,0.4,21.8
7,0.38685280723454163,0.5,0.0,7.6
8,0.5531464700081437,0.3333333333333333,0.0,13.8
9,0.8687949224876582,0.6666666666666666,0.2,15.4
10,0.6548086577531307,0.6,0.4,17.8
11,0.4468535299918563,0.3,0.0,7.8
12,1.0,0.625,0.0,7.2
13,0.830419897363192,0.36363636363636365,0.0,12.2
14,0.7227265726449519,0.5,0.0,10.6
15,0.6992148198508501,0.5,0.2,15.4
16,0.6309297535714575,1.0,0.0,13.6
17,0.6992148198508501,0.6,0.0,12.4
18,0.639945385422766,0.3,0.0,8.8
19,0.6934264036172708,1.0,0.0,9.4
20,0.0,0.0,0.0,9.6
21,1.0,0.38461538461538464,0.0,13.0
22,0.8539316501572937,0.3333333333333333,0.0,11.8
24,0.27727342735504823,0.25,0.0,8.6
25,0.6992148198508501,0.6,0.0,12.0
26,1.0,0.45454545454545453,0.2,16.4
27,0.6131471927654584,0.5,0.0,12.6
28,0.5855700749881525,0.5,0.0,8.6
29,0.5531464700081437,0.4,0.0,11.0
30,1.0,0.45454545454545453,0.0,11.4
31,0.5855700749881525,0.5,0.0,7.4
32,0.16958010263680806,0.16666666666666666,0.0,12.4
33,0.16958010263680806,0.16666666666666666,0.0,9.0
34,0.8687949224876582,0.8,0.0,11.8
35,1.0,0.5555555555555556,0.0,12.4
36,1.0,1.0,0.0,9.4
37,0.8048099750039491,0.75,0.2,14.2
38,1.0,0.7142857142857143,0.0,9.2
39,0.8539316501572937,0.3333333333333333,0.0,10.4
40,0.6992148198508501,0.3,0.0,10.6
41,0.5531464700081437,0.4,0.2,10.8
42,0.0,0.0,0.0,10.4
43,0.5531464700081437,0.3333333333333333,0.2,13.6
44,0.46927872602275644,0.3333333333333333,0.0,7.2
45,0.19519002499605084,0.25,0.0,13.8
46,0.5087403079104241,0.3333333333333333,0.2,14.0
47,0.8687949224876582,0.4,0.2,16.6
48,0.5087403079104241,0.25,0.0,10.2
49,0.830419897363192,0.5,0.2,14.0
50,0.34519134224686937,0.4,0.2,17.6
51,1.0,0.3333333333333333,0.0,13.6
52,0.34519134224686937,0.4,0.0,11.2
53,0.8318724637288826,0.75,0.2,12.6
54,0.8539316501572937,0.3076923076923077,0.0,9.8
55,0.9558295932317544,1.0,0.0,11.6
56,0.8687949224876582,0.4,0.0,10.6
57,0.75369761125927,0.75,0.0,7.6
