comparison,mean_top5_overlap,changed_items,vanilla_only_label_rate,correction_only_label_rate,vanilla_only_degree,correction_only_degree
corrected_k2,3.792246792246792,1.2077532077532078,0.4470834470834471,0.400946400946401,12.532942032942032,10.04236054236054
corrected_k2_stronger,3.745459069420254,1.2545409305797461,0.4497180061375135,0.39248983992701336,12.657522600978686,10.076656713942109
