user_id,ndcg_at_5,recall_at_5,top5_head_share,top5_avg_train_degree
0,0.8772153153380493,1.0,0.0,69.8
1,1.0,0.625,0.2,181.4
2,0.7860137352654724,0.5,0.4,266.4
5,0.38685280723454163,1.0,0.2,198.6
8,1.0,1.0,0.2,388.2
9,0.36005461457723403,0.4,0.6,645.4
10,0.9060254355346823,1.0,0.4,575.8
11,0.7365896932159578,0.75,0.2,152.2
12,1.0,0.5,0.2,280.0
14,0.43067655807339306,1.0,0.0,60.4
15,1.0,0.7142857142857143,0.2,369.2
16,0.8772153153380493,1.0,0.0,75.4
17,0.6992148198508501,0.6,0.2,394.6
19,1.0,1.0,0.0,156.6
20,1.0,1.0,0.2,168.8
21,0.0,0.0,0.4,690.2
22,0.8539316501572937,0.8,0.0,147.0
23,0.9047172294870751,1.0,0.4,232.0
24,1.0,0.5,0.0,157.6
25,0.49818925746641285,0.6666666666666666,0.2,244.0
26,0.8687949224876582,0.6666666666666666,0.2,175.0
27,0.7095272044910244,0.75,0.2,193.2
28,0.6164336326286644,0.6,0.0,138.8
29,0.8854598815714874,1.0,0.0,242.6
30,0.5,1.0,0.2,166.8
31,1.0,1.0,0.0,161.4
32,0.36005461457723403,0.4,0.2,350.2
33,0.3156484524795145,0.4,0.0,102.4
34,0.8539316501572937,0.8,0.6,437.6
35,0.8503449055347546,1.0,0.2,268.2
37,0.639945385422766,0.6,0.4,464.0
38,0.6240505200038379,1.0,0.0,144.8
39,0.38685280723454163,1.0,0.4,250.0
42,0.6934264036172708,1.0,0.2,416.4
43,0.46927872602275644,0.3333333333333333,0.2,211.4
45,1.0,1.0,0.0,81.6
46,0.5,1.0,0.2,160.6
48,0.8772153153380493,1.0,0.0,157.2
49,0.6934264036172708,1.0,0.0,115.6
50,0.6131471927654584,0.5,0.2,181.2
51,1.0,1.0,0.0,80.8
52,0.6309297535714575,1.0,0.0,131.4
53,0.8503449055347546,1.0,0.0,65.0
54,0.7860137352654724,0.8,0.4,702.2
56,0.6992148198508501,0.6,0.2,162.6
58,0.6309297535714575,1.0,0.0,129.0
60,0.8687949224876582,0.6666666666666666,0.8,558.6
61,0.5437713091520254,1.0,0.0,134.8
62,0.4367467095119258,0.6666666666666666,0.0,190.6
63,0.6309297535714575,1.0,0.6,809.2
65,0.639945385422766,0.5,0.0,99.2
66,0.9674679834891693,1.0,0.2,198.2
67,0.8772153153380493,1.0,0.2,466.2
68,1.0,0.5,0.2,671.0
71,0.6164336326286644,0.6,0.2,178.6
72,0.5087403079104241,0.4,0.2,477.2
73,0.5,1.0,0.0,103.2
74,0.6164336326286644,0.6,0.2,199.6
76,0.8687949224876582,0.8,0.2,418.4
77,1.0,1.0,0.2,328.0
78,0.5,1.0,0.6,358.2
79,1.0,1.0,0.2,809.8
80,0.43067655807339306,1.0,0.0,150.0
81,1.0,1.0,0.2,171.0
82,1.0,1.0,0.2,197.2
83,1.0,1.0,0.2,322.6
84,0.8687949224876582,0.8,0.6,508.2
85,1.0,1.0,0.0,141.6
86,0.4367467095119258,0.6666666666666666,0.0,124.2
87,0.8772153153380493,1.0,0.4,752.2
89,0.7860137352654724,0.6666666666666666,0.0,90.4
91,0.6713860725233041,0.6666666666666666,0.4,615.0
92,0.6548086577531307,0.6,0.2,413.0
94,0.5,1.0,0.2,487.0
95,0.0,0.0,0.2,226.2
97,0.6309297535714575,1.0,0.2,121.4
99,0.8539316501572937,0.5714285714285714,0.4,791.2
100,0.7095272044910244,0.75,0.0,129.0
101,0.3065735963827292,0.5,0.0,102.8
104,0.0,0.0,0.2,279.0
105,0.8687949224876582,0.8,0.6,371.4
106,1.0,0.8333333333333334,0.4,749.0
107,0.7653606369886217,0.6666666666666666,0.0,129.4
108,0.5706417189553201,1.0,0.2,240.6
109,0.5,1.0,0.0,135.8
