user_id,ndcg_at_5,recall_at_5,top5_head_share,top5_avg_train_degree
0,0.6164336326286644,0.3,0.0,9.4
1,0.0,0.0,0.0,12.0
2,0.2960819109658652,0.3333333333333333,0.0,9.6
3,0.6992148198508501,0.42857142857142855,0.0,8.8
4,0.4703652827859579,0.2222222222222222,0.0,8.6
5,0.6992148198508501,0.6,0.4,19.0
6,0.8318724637288826,0.75,0.4,19.2
7,0.23719771276929622,0.5,0.0,7.6
8,0.5147714448836774,0.5,0.0,10.8
9,0.8539316501572937,0.6666666666666666,0.2,15.4
10,0.6548086577531307,0.6,0.4,17.8
11,0.4468535299918563,0.3,0.0,9.2
12,0.7860137352654724,0.5,0.2,15.6
13,0.4703652827859579,0.18181818181818182,0.0,15.6
14,0.27727342735504823,0.3333333333333333,0.0,12.0
15,0.6843515475204855,0.5,0.2,16.4
16,0.0,0.0,0.2,15.6
17,0.7227265726449519,0.6,0.0,12.4
18,0.5087403079104241,0.2,0.0,11.4
19,0.6131471927654584,0.5,0.0,10.6
20,0.16812753627111746,0.25,0.0,9.8
21,1.0,0.38461538461538464,0.0,12.2
22,1.0,0.4166666666666667,0.0,11.2
24,0.5087403079104241,0.25,0.2,13.4
25,0.6843515475204855,0.6,0.0,12.0
26,0.7860137352654724,0.36363636363636365,0.2,15.4
27,1.0,1.0,0.2,14.0
28,0.6366824387328317,0.5,0.0,8.6
29,0.5531464700081437,0.4,0.0,11.2
30,1.0,0.45454545454545453,0.0,10.2
31,0.787702056960637,0.75,0.0,6.2
32,0.27727342735504823,0.3333333333333333,0.0,11.4
33,0.13120507751234178,0.16666666666666666,0.0,10.6
34,0.8539316501572937,0.8,0.0,13.0
35,0.8687949224876582,0.4444444444444444,0.0,12.6
36,1.0,1.0,0.0,9.6
37,0.787702056960637,0.75,0.2,11.8
38,0.8687949224876582,0.5714285714285714,0.0,8.8
39,0.830419897363192,0.3333333333333333,0.0,12.2
40,0.8687949224876582,0.4,0.0,11.6
41,0.6843515475204855,0.6,0.2,11.8
42,0.5,1.0,0.0,7.4
43,0.6843515475204855,0.5,0.2,16.2
44,0.6713860725233041,0.6666666666666666,0.0,7.2
45,0.4144299250118475,0.5,0.0,11.6
46,0.3391602052736161,0.16666666666666666,0.2,14.8
47,0.6992148198508501,0.3,0.0,10.4
48,0.6164336326286644,0.375,0.0,9.8
49,0.8687949224876582,0.5,0.0,12.0
50,0.7860137352654724,0.8,0.2,15.4
51,1.0,0.3333333333333333,0.0,10.2
52,0.16958010263680806,0.2,0.0,11.0
53,0.3973220069685352,0.5,0.0,7.4
54,0.8687949224876582,0.3076923076923077,0.0,9.6
55,0.9828920819566879,1.0,0.0,11.6
56,0.830419897363192,0.4,0.0,9.4
57,0.6366824387328317,0.5,0.0,8.0
58,0.5413996682199069,0.5,0.0,12.0
59,1.0,1.0,0.0,5.0
60,0.6548086577531307,0.5,0.0,9.0
61,0.0,0.0,0.0,8.2
62,0.8503449055347546,1.0,0.0,11.8
63,0.21398626473452756,0.2,0.0,11.6
64,0.3903800499921017,0.25,0.2,14.6
65,0.8318724637288826,0.75,0.0,8.8
66,0.8539316501572937,0.4,0.0,8.2
67,1.0,1.0,0.2,13.4
68,0.34519134224686937,0.2857142857142857,0.0,13.4
69,0.7653606369886217,0.6666666666666666,0.0,8.6
70,0.8539316501572937,0.4444444444444444,0.0,10.2
71,0.7227265726449519,0.6,0.4,22.6
72,0.5307212739772434,0.6666666666666666,0.0,13.8
73,0.3391602052736161,0.16666666666666666,0.0,9.4
74,0.6131471927654584,0.5,0.0,13.2
75,0.5087403079104241,0.3333333333333333,0.0,13.2
76,0.6548086577531307,0.6,0.0,9.4
77,0.5531464700081437,0.3333333333333333,0.0,10.8
78,0.6131471927654584,0.5,0.2,19.0
79,0.830419897363192,0.2857142857142857,0.0,8.0
80,0.16812753627111746,0.25,0.0,9.6
81,0.7227265726449519,0.3333333333333333,0.4,25.0
82,0.21398626473452756,0.2,0.0,8.6
83,0.8687949224876582,0.4444444444444444,0.0,11.0
84,0.8687949224876582,0.36363636363636365,0.0,9.8
85,0.30078518014914984,0.25,0.0,9.0
86,0.639945385422766,0.6,0.0,10.6
87,1.0,0.38461538461538464,0.0,12.0
88,0.8687949224876582,0.6666666666666666,0.2,18.0
89,0.7227265726449519,0.3333333333333333,0.2,18.6
90,0.8687949224876582,0.6666666666666666,0.0,12.2
91,0.5531464700081437,0.3333333333333333,0.6,20.6
92,0.2640681225725909,0.5,0.2,17.0
93,0.3391602052736161,0.16666666666666666,0.0,7.8
94,1.0,1.0,0.0,10.0
95,0.7227265726449519,0.5,0.0,8.2
96,1.0,1.0,0.0,9.4
97,0.5531464700081437,0.3333333333333333,0.0,14.4
98,0.38685280723454163,1.0,0.0,8.0
99,0.8539316501572937,0.3076923076923077,0.0,9.6
100,0.3065735963827292,0.5,0.0,8.8
101,1.0,0.3125,0.2,17.0
102,0.6131471927654584,0.5,0.2,14.0
103,0.5531464700081437,0.2857142857142857,0.4,17.6
104,0.6992148198508501,0.5,0.0,10.6
105,0.3391602052736161,0.2,0.2,12.4
106,0.6548086577531307,0.375,0.0,8.2
107,0.6608397947263839,0.8,0.2,18.0
109,0.5531464700081437,0.18181818181818182,0.2,15.6
110,0.6164336326286644,0.5,0.4,26.4
111,0.34519134224686937,0.2857142857142857,0.4,18.0
112,0.6131471927654584,0.5,0.0,8.8
113,0.6508205185601091,0.6666666666666666,0.0,9.4
114,0.8687949224876582,0.8,0.2,14.4
115,1.0,0.38461538461538464,0.2,15.2
116,1.0,0.3333333333333333,0.0,10.4
117,0.7860137352654724,0.5,0.2,12.8
118,0.0,0.0,0.0,6.6
119,0.5531464700081437,0.3333333333333333,0.2,15.8
120,0.5413996682199069,0.5,0.2,19.0
121,0.6309297535714575,1.0,0.0,7.0
122,0.75369761125927,0.75,0.0,12.2
123,0.46927872602275644,0.3333333333333333,0.0,9.0
124,0.7653606369886217,0.6666666666666666,0.0,8.6
125,0.6164336326286644,0.5,0.0,8.2
126,1.0,0.3125,0.2,15.0
127,1.0,0.35714285714285715,0.2,14.2
128,0.7039180890341347,0.6666666666666666,0.2,14.8
129,0.8539316501572937,0.6666666666666666,0.4,24.2
130,0.5087403079104241,0.2222222222222222,0.0,10.8
131,0.639945385422766,0.375,0.4,22.4
132,1.0,1.0,0.2,7.8
133,1.0,0.45454545454545453,0.0,12.4
134,0.6548086577531307,0.5,0.0,15.2
135,0.8539316501572937,0.36363636363636365,0.2,15.6
136,0.830419897363192,0.3076923076923077,0.6,27.2
137,0.6309297535714575,1.0,0.2,15.4
139,0.7227265726449519,0.375,0.2,17.4
140,0.7095272044910244,0.75,0.2,12.8
141,1.0,0.35714285714285715,0.0,9.2
142,0.6366824387328317,0.5,0.4,20.0
143,0.6164336326286644,0.3333333333333333,0.4,24.2
144,0.8318724637288826,0.75,0.4,23.2
145,0.639945385422766,0.5,0.4,32.6
146,0.0,0.0,0.0,11.2
148,0.8687949224876582,0.8,0.2,23.6
149,0.23463936301137822,0.3333333333333333,0.2,13.8
150,0.6509209298071326,1.0,0.0,9.6
151,1.0,0.3125,0.0,5.0
152,1.0,1.0,0.8,38.6
153,0.5531464700081437,0.4,0.0,7.2
154,1.0,0.38461538461538464,0.2,16.6
155,0.0,0.0,0.0,7.6
156,1.0,0.3333333333333333,0.0,10.8
157,1.0,0.5,0.2,12.0
158,0.5531464700081437,0.3333333333333333,0.6,35.6
159,0.38356636737133565,0.2,0.0,6.8
161,0.830419897363192,0.5714285714285714,0.2,14.8
162,0.0,0.0,0.6,20.2
163,0.14606834984270645,0.1111111111111111,0.0,6.8
164,0.8687949224876582,0.36363636363636365,0.2,14.0
165,0.13120507751234178,0.2,0.0,8.4
166,0.830419897363192,0.8,0.0,8.2
167,0.0,0.0,0.2,15.8
168,0.16958010263680806,0.16666666666666666,0.2,15.0
169,0.6131471927654584,0.5,0.0,12.8
170,0.19519002499605084,0.25,0.2,16.6
171,1.0,0.3125,0.0,12.0
172,0.8048099750039491,0.75,0.2,14.4
173,0.5087403079104241,0.4,0.2,17.0
174,0.8772153153380493,1.0,0.0,15.0
175,0.6992148198508501,0.5,0.4,20.2
176,0.8318724637288826,0.75,0.2,18.0
177,0.639945385422766,0.3333333333333333,0.0,12.8
178,0.8854598815714874,1.0,0.0,12.0
179,0.830419897363192,0.3076923076923077,0.0,9.4
180,1.0,0.3333333333333333,0.0,12.8
181,0.6366824387328317,0.5,0.0,10.4
182,0.14606834984270645,0.2,0.4,17.2
183,0.7095272044910244,0.75,0.0,13.2
184,0.5531464700081437,0.2857142857142857,0.2,22.8
185,1.0,1.0,0.0,8.0
186,0.5531464700081437,0.2222222222222222,0.2,11.6
187,0.8503449055347546,1.0,0.2,15.0
188,1.0,1.0,0.2,13.4
189,0.6843515475204855,0.375,0.2,18.2
190,0.8687949224876582,0.4,0.0,11.2
191,0.6164336326286644,0.23076923076923078,0.2,14.6
192,0.8772153153380493,1.0,0.4,20.4
193,0.7227265726449519,0.6,0.0,8.0
194,0.8539316501572937,0.36363636363636365,0.2,21.6
195,0.8687949224876582,0.6666666666666666,0.2,16.8
196,1.0,1.0,0.2,16.6
197,0.9828920819566879,1.0,0.2,21.6
198,0.4703652827859579,0.2857142857142857,0.0,10.0
199,0.7227265726449519,0.3,0.2,17.2
200,1.0,0.38461538461538464,0.2,15.2
201,0.5087403079104241,0.3333333333333333,0.4,14.0
202,1.0,0.3333333333333333,0.2,16.4
203,0.36331756126716835,0.5,0.0,12.0
204,0.9197207891481876,1.0,0.4,28.2
205,0.830419897363192,0.6666666666666666,0.0,12.2
206,0.6548086577531307,0.375,0.2,14.2
207,1.0,0.3333333333333333,0.6,27.0
208,0.5087403079104241,0.3333333333333333,0.2,14.2
209,1.0,0.3125,0.4,18.6
210,0.7227265726449519,0.5,0.4,25.6
211,0.24630238874073,0.25,0.2,17.0
212,0.7860137352654724,0.3333333333333333,0.2,18.0
213,0.34519134224686937,0.18181818181818182,0.0,8.4
214,1.0,0.4166666666666667,0.4,22.0
215,1.0,0.4166666666666667,0.2,22.0
216,0.46927872602275644,0.3333333333333333,0.0,11.8
217,0.75369761125927,0.75,0.2,20.4
218,0.830419897363192,0.3333333333333333,0.0,11.6
219,1.0,1.0,0.4,25.2
220,0.43067655807339306,1.0,0.2,11.0
221,0.8318724637288826,0.75,0.4,23.8
222,1.0,0.3125,0.2,16.6
223,0.46927872602275644,0.3333333333333333,0.4,16.6
224,0.7227265726449519,0.2727272727272727,0.0,8.8
225,0.44149241373678083,0.5,0.2,21.2
226,0.8687949224876582,0.4,0.4,25.4
227,0.8539316501572937,0.2857142857142857,0.4,17.2
228,0.0,0.0,0.0,12.8
229,0.8687949224876582,0.8,0.4,24.4
230,1.0,1.0,0.0,12.8
231,0.7653606369886217,0.6666666666666666,0.0,13.6
232,0.0,0.0,0.4,22.4
233,0.4367467095119258,0.6666666666666666,0.4,21.8
234,0.48522855511632257,0.2222222222222222,0.2,13.6
235,0.7039180890341347,0.6666666666666666,0.2,15.6
236,1.0,0.3125,0.6,27.6
237,0.13120507751234178,0.14285714285714285,0.2,14.4
238,0.8539316501572937,0.4,0.0,13.2
239,0.830419897363192,0.6666666666666666,0.4,20.8
240,1.0,0.45454545454545453,0.4,18.8
241,1.0,1.0,0.2,11.0
242,0.48522855511632257,0.18181818181818182,0.0,7.0
243,0.9197207891481876,1.0,0.2,15.4
244,1.0,1.0,0.2,11.6
245,0.8539316501572937,0.3076923076923077,0.0,9.0
246,0.7860137352654724,0.8,0.2,16.6
247,1.0,0.35714285714285715,0.4,17.2
248,1.0,1.0,0.2,20.0
249,0.8539316501572937,0.6666666666666666,0.0,10.8
250,0.6508205185601091,0.6666666666666666,0.6,20.0
251,1.0,0.625,0.4,22.2
253,0.0,0.0,0.0,11.4
255,0.830419897363192,0.6666666666666666,0.0,13.4
256,0.8539316501572937,0.5,0.2,12.2
257,0.8539316501572937,0.8,0.6,21.4
258,0.7653606369886217,0.6666666666666666,0.0,7.6
259,1.0,1.0,0.8,39.2
261,0.7860137352654724,0.4,0.2,21.6
262,1.0,0.45454545454545453,0.2,17.6
263,0.639945385422766,0.25,0.2,17.4
264,0.6843515475204855,0.2727272727272727,0.0,12.0
265,0.8687949224876582,0.3333333333333333,0.2,19.2
266,0.7227265726449519,0.25,0.2,17.6
267,1.0,0.4166666666666667,0.2,22.2
268,0.639945385422766,0.23076923076923078,0.0,10.4
269,0.0,0.0,0.2,17.0
270,0.0,0.0,0.6,21.4
271,0.8539316501572937,0.6666666666666666,0.4,29.8
272,1.0,0.38461538461538464,0.4,29.6
273,0.7039180890341347,0.6666666666666666,0.2,13.4
274,0.6992148198508501,0.375,0.4,18.4
275,0.5531464700081437,0.25,0.2,11.8
276,0.8048099750039491,0.75,0.4,27.6
277,1.0,0.3125,0.0,10.4
278,1.0,1.0,0.2,13.8
279,0.6366824387328317,0.5,0.2,16.0
280,1.0,1.0,0.2,11.2
281,0.46927872602275644,0.3333333333333333,0.0,13.2
282,1.0,0.3333333333333333,0.0,13.0
283,1.0,0.7142857142857143,0.4,18.0
284,0.3903800499921017,0.25,0.0,6.8
285,0.3391602052736161,0.16666666666666666,0.4,15.4
286,1.0,0.3125,0.2,14.0
287,0.6131471927654584,0.5,0.4,26.0
289,0.6366824387328317,0.5,0.4,20.6
