dataset,model,seed,k_layers,gamma,residual,embedding_dim,epochs,batch_size,lr,weight_decay,topk,ndcg_at_5,recall_at_5,head_item_share,avg_recommended_train_degree,js_recommendation_vs_random_test,n_eval_users,runtime_seconds,used_cuda
yahoo_r3_full,zero_hop,0,0,0.0,0.0,32,20,2048,0.03,1e-05,5,0.6528208087267364,0.6999428336692488,0.1677205507394187,257.7404895461499,0.035054230589594,3922,43.69683837890625,True
yahoo_r3_full,lightgcn_k1,0,1,0.0,0.0,32,20,2048,0.03,1e-05,5,0.679360392667455,0.7262540168200545,0.1738398776134625,265.7136664966854,0.0457371114650653,3922,52.6932098865509,True
yahoo_r3_full,lightgcn_k2,0,2,0.0,0.0,32,20,2048,0.03,1e-05,5,0.6734773891850833,0.7292988068931464,0.1824069352371239,275.9654767975523,0.0609440941847446,3922,61.07627415657044,True
yahoo_r3_full,lightgcn_k3,0,3,0.0,0.0,32,20,2048,0.03,1e-05,5,0.6600615460591601,0.7167161433670868,0.1893931667516573,284.4129525752168,0.0741663703200081,3922,69.43030166625977,True
yahoo_r3_full,corrected_k2,0,2,0.35,0.2,32,20,2048,0.03,1e-05,5,0.6543477261989525,0.7068506511902739,0.1780214176440591,270.3981642019378,0.0558785733719558,3922,64.05590271949768,True
yahoo_r3_full,corrected_k2_stronger,0,2,0.7,0.2,32,20,2048,0.03,1e-05,5,0.6468480188904819,0.7009674769108731,0.1802141764405915,272.98143804181547,0.0606596948808327,3922,62.28780364990234,True
